label,text
neg,May I clarify if computers are also unable to connect to your home WiFi Also as you shared only some mobile devices are unable to connect how about the devices that are able to connect does it have a stable internet connection
neg,hi  i need help if i call up to buy tix for tmr do i say my singtel code or smth  i dont recommend calling cause you may waiting on call queue for a long time  my friend works at sports hub and she said its pretty bad 
neg,anyone wanna borrow ur house wifi  its fine as long as its not singtel wtf bro pls stop rolling out affordable or new plans and start improving ur internet
pos,have u gotten it singtel code  yes  
pos,Hello saw your tweet Sure you can just flash the Singtel operator logo on your phone or present your latest bill at any Singpost outlet or Singapore Indoor Stadium box office to enjoy the priority sale from 22 Jun 2019 10 am onwards  Tickets are subject to availability
pos,hi may I ask for Singtel priority can I purchase the tix at SingPost 
neg,i am at the point that i feel like jus throwing the 20 away because of singtel wifi 
pos,yall okok sjahjsjs i cant believe i have singtel priority and im going to try to get my tickets tmrrrrr wish me luck omgogmgogmgogmg NEOCITYinSG
neg,my mum put a ban on me stating that i cant go for any kpop concert until i turn 18 foshdo so i gave my singtel code to a friend and ill just sob at home
pos,done it many times
pos,I wont complain about singtel anymore lah here in New Zealand I want to send pic on ws take two days
neg,SIMON SAYS Whos going to meet NCT127 on 20 JulyNCTzen says WE ARE D2 to the general sale of NEOCITYINSGTickets on sale Singtel Priority Sale   General Sale  pictwittercomBm9nvM2VpR
neg,people rlly be SELLING the singtel codes  clowns
neg,those people who are selling the singtel promo codeyall nasty 
neg,Singtel pls fix ur internet keeps getting disconnected starting to get annoying
pos,if only I use Singtel 
neg,omg im panicking the singtel presale for nct in sg is tomorrow im sad 
pos,Do you think Singtel priory sales is good I wanna see nct but idk is it good for standing  Standing buy using phone You can check your queue number 
neg,Hmm how about computers Could you try with your device to disconnect and select Forget Network to reconnect again with your WiFi password to see if it still persists
neg,um some phones cant connect to the wifi
neg,dont be disheartened from what i know buying tix via singtel priority  all good seatsgood queue nos they will block out certain seatsqueue nos for general sales as well 
pos,Yes got it
neg,i dont use singtel  this is discrimination for us m1ers smh
pos,Hi thank you dm already
pos,Hey there Ive given you a follow Able to drop me a DM with the registered subscribers full name account number and a contact number
pos,Hi there is there anything we can assist you with
pos,Need to talk to a customer service consultant to resume my miotv and internet Paid the outstanding bill already
neg,currently listening to without you chinese ver and im emotional  omg i keep thinking i wont be able to go  since im not a singtel user i feel like I have a lower chance in getting tickets ill try to have a little faith  NEOCITYINSGpictwittercom894OICXT34
neg,uh my friend says shes going to tell her friend asking for singtel number which mean if her friend has shes going to buy me ticket for neocity sg tomorrow AJDKSMKSSNKSS I SUDDENLY HAVE BUTTERFLY ON MY STOMACH
pos,Hi there yes you may do so at selected Singtel Retail outlets May I enquire if you had already terminated your service
neg,hais why am i under starhub literally doing everything possible to get the singtel code rn
neg,nope every singtel user has different type of codes so you cant use your friends code to buy the tickets unless your friend buys the ticket for you using her code then its fine
pos,For offline purchases Singtel mobile customers will have to flash their Singtel operator logo or latest bill at anySingPost outlet or Singapore Indoor Stadium Box Office to enjoy the priority sale Tickets will be sold at thefollowing Singpost outlets 
pos,for the singtel code thing is it ok if i use my friends one yes right
pos,  singtel  5555  
pos,Anyone going alone for orange cat Im a singtel user so im thinking of buying it tmr So lets buy tgt NEOCITYINSG
pos,If i have the code for singtel must i purchase it through the link that singtel gave or can i purchase it from t  The link singtel have still leads to sportshubtix HAHA but both ways is fine 
pos,omg i got my singtel presale code
neg,THE BENEFITS THOOOO But sadly singtel has more perks  I regret changing now fdanlfk
neg,Is this the singtel operator logo we gotta show for physical queue Is it referring to this NEOCITYINsingapore NEOCITYINSGpictwittercomj1cSSSOKez
pos,its for singtel users to get their codes 
neg,i doubt you need to present it because quite pointless singtel just want to promote their company haha they dont care if its yours or not
pos,We started a Temi Owners Club Just go to FB by clicking here 
pos,ahh thank you so much for the info
neg,@ singtel users pre sale peopleafter yall get the code theres the get tickets partwhere does that lead you does it lead you back to the original ticketing website pictwittercommelmPO4W4v
neg,if i were to ask my friend who use singtel to buy a ticket using her code but she herself wont be attending the concert is it possible
pos,JSJJS THE SINGTEL ONE
neg,LITERALLY HALF OF SINGAPORE USES SINGTEL
pos,OKAY SINGTEL SALES LEZ DO IT
pos,I just watched recorded movie kau yang satu via Singtel Mio AstroRia  Starring @AaronDwiAziz @IzaraAishah @aamyrarosli @HisyamHamid7 @soowincci it made my hubby cried   Great cast  potrayal of roles rendered just awesome
pos,i dont think so cause i used it for ideal cut and it seems fine They dont need the person
pos,i am stressed ticketing is tmr and bless my mom for being a singtel user 
neg,is there any sg singtel users that can help me getting a presale code for nct i am willing to pay small amount of money NCT127inSG Singapore NCT127inSingapore
pos,got a singtel priority code and I can now go to sleep peacefully
pos,Hi @Singtel For those who will be buying NEO CITY tickets over the counter tomorrow using our family members Singtel bill does that family member need to be present or can we just bring hisher Singtel bill
neg,So when Singtel customers purchase tmr theyve to enter the code thats given and itll only work with a phone number registered to Singtel
neg,Basically our local telco Singtel partnered up with SM and the local organizer to give access codes for the priority sales General sales are on Sunday morning but priority sales for Singtel customers are tmr morning But there are allocated tickets for general sales too
pos,Thats odd Did you reached out to our colleagues for assistance on this
neg,please dont be nice and share the code to 300 other people excuse me its called priority ticketing for a reason unless yall pay singtel for monthly yall shouldnt be sharing the codes
pos,my friends werent responding but bless my grandma uses singtel 
neg,got my singtel promo code alr coz im scared and now im bout to head back to sleep 
pos,yeay got my singtel code  back to sleep
neg,Why the fuck is the code redeem for singtel on a whole different day from the day of sales for nct127 sia
pos,BUY SINGTEL STOCK NOW 
pos,Nct 127 Neo City Tour in SingaporeTiketing Service Last callSINGTEL PRESALE 22633 SGD 6 slots available NCT127inSG
pos,Wahhh  on SingTel post pictwittercomhMaW5vYRZn
pos,fk singtel
pos,IDK but my mind tells me once we get our singtel codes for neocity therell be ppl on carousell selling the codes 
neg,omg singtel u fking suck
pos,NCT127 NEO CITY IM SINGAPORESINGTEL PRESALELAST CALL helping to purchase tickets for sgcommission 50 per ticket Full Payment  bank transfer group orderDo check out my pinned tweet for experienceNEOCITYinSG NCT127inSG NCT127inSingaporeNCT127pictwittercomTdnuRjL1iO
pos,Singapores @Singtel opened the coolest unmanned store Guess who is there at your service Singtel Robot Retail Innovation Technology Robotemi
pos,Regardless of industry or market share aligning digitaltransformation with business strategies is crucial to success Innovation Partner Doug Brown @Singtel speaking on Enabling Digitalization of Enterprises Around the World CIODenver CISODenver digitalizationpictwittercoma1wyYFRXgc
pos,is singtel down
neg,lol singtel your wifi is getting worst day by day
pos,Singtel launches bus train contactless payments for Dash mwallet users 
pos,@SingTel can anyone help fix my wifi
neg,HAHAHAH wow annoying PLS FIX IT
pos,so @Singtel @SingtelSupport what is happening with ur wifi these days 
neg,SingTel is having issues since 0146  RT if its down for you as well SingTeldown
neg,@SingtelSupport WHY MY SINGTEL WIFI GOT ISSUES FK PLS FIX
neg,i m really surprised at how well circles is working in the middle of the sea Singtel yall can go fk urselves
