,text,target,target_new
7296,HELP RTNCT DREAM TOUR THE DREAM SHOW IN SINGAPORE TICKETING SERVICE30SGD   Limited slotExperienced and trustedDM if interested priority singtelNCTDREAM NCTDREAMinSG TheDreamShow JISUNG JAEMIN JENO HAECHAN CHENLE RENJUN DREAMIESpictwittercomMPgcwmZHSx,0,1
7297,SO FAST AJSJDJDKF,0,1
7298,OH SHIZZZZZ,0.1,1
7299,might just get the singtel piority code ,0,1
7300,YespictwittercompVJR9dy1Wc,0.7,1
7301,@berrieswinwin are you going,0.5,1
7302,Singtel has priority ticketing on 21 General ticketing is on 22,-0.5,0
7303,omg same i v scared whats singtel priority ah,0.7,1
7304,im using singtel but the sales for nct dream show are during my vacationhow like that ,-0.2,0
7305,TICKETING SERVICE NCT DREAM TOUR THE DREAM SHOW Service charge SGD45tixHAVE SINGTEL PRIORITYAccept Malaysian  nonMalaysian Payment Instant transfer  PaypalExperienced and trusted NCTDREAM NCTDREAMINSG ,-0.5,0
7306,PLEASE MOVE TO INDOOR STADIUM SINCE THEY HAVE LOTS OF FANS IM AFRAID THAT THE GENERAL TICKET DAY FOREIGN FANS CANNOT BUY TICKETS,0.1,1
7307,@dondonatzxc gua kira indo aowlwlwlslslslkspal kaget,0.4,1
7308,WTF AHHHHHH,-0.4,0
7309,Hi im not from singapore How do I get to purchase tickets TT,0,1
7310,change to indoor stadium pls and u think we got time to save up meh,0.1,1
7311,hi can anyone help me buy the dream show tix if u have singtel and dont mind helping thank you ill pay u HAHA dont worry,0,1
7312,OI U THINK MONEY GREW FROM TRESS IS IT the ticketing is too soon ,0.3,1
7313,GW KIRA BENDERA INDO YAALLAH,0.3,1
7314,HAHAHAHAHAHAHAHAHAHAfk STAR THEATRE REALLY ,-0.3,0
7315,Belum tau gimana dapetin ticket nyaaa Presale nya singtel ,-0.5,0
7316,THERES A SINGTEL PRESALE I THINK,0.1,1
7317,gak nyangka ya aku sama amel astaghfirullah,0,1
7318,the last time i did it theyll give a code gotta use singtel number to get the code then theyll give u the website link to go on ticketing day then key the codeee,0.5,1
7319,singtel priority sale details for dream show sg will only be released on 20th wtf pictwittercomaooGY7WXfe,0.5,1
7320,Hi NCTzen Kita buka jastip tiket untuk NCT Dream  The Dream Show in Singapore Singtel Priority SaleDeadline 20 December 2019 2100 WIBHarap segera menghubungi kami bagi yang berminatNCTDREAM NCTDREAMINSG THEDREAMSHOWinSGpictwittercom0BihR0fZji,-0.8,0
7321,PUSING PUSINGG,0,1
7322,HELP TO BUYHelping to buy NCT DREAM the dream show in singapore tickets singtel prioritynormal is available please contact at KKT link for questions or reservationsTHEDREAMSHOWINSG nctdream renjun jeno jaemin haechan chenle jisungpictwittercomhCQEgUYNJt,0,1
7323,  THE DREAM SHOW      singtel               NCTDREAM THEDREAMSHOWINSG      pictwittercom25dyK25Sid,0,1
7324,omg wtf star theatre andkakksdn TOO SMALL LEH,0.1,1
7325,wait singtel got discount or sumn ,0.2,1
7326,Singtel names Lee Theng Kiat as its next chairman pictwittercomwXYYAmLJyZ,0.8,1
7327,Please i hope cat 1 doesnt sell out from the singtel users i starhub man,-0.6,0
7328,europe,0.8,1
7329,WHAT TIME DOES SINGTEL PRIORITY SALE START FOR DREAM SHOW IN SG,0.1,1
7330,THIS IS FUNNY I ACTUALLY HAVE SINGTEL ERRRR OKAY THANKS PA FOR LETTING ME KNOW,0.3,1
7331,why not indoor stadium Im sure theres not enough space for everyone and theres also people that doesnt use twitter,0.3,1
7332,Ouh I see last time I attended concert at Singapore Indoor Stadium thought it would be close to each other huhu thanks btw,-0.2,0
7333,anyone going wanna make a group chat to discuss more ,0.1,1
7334,and how to participate in singtel priority sale can any singaporean nctzens enlighten me pls  ,0.2,1
7335,Hello please release the fan benefits soon Before the ticket sale Thank you,0.1,1
7336,uwu can you buy ticket for us we will pay you money before,0.4,1
7337,min tolong jgn senyum2 kalo dreamis ga ke indonesia,-0.1,0
7338,Star thetre is at bouna visa so it might be pretty far,0.6,1
7339,Am i the only one who think this seating plan is kinda eh and weird,-0.6,0
7340,IM LOOKING FOR PEOPLE WITH SINGTEL  IM M1,-0.3,0
7341,im not going back in the half term im gonna cryyyyy ,-0.6,0
7342,Hi anyone knows how far is the Star Theatre to Singapore Indoor Stadium Will it be far to Star Theatre if I stay in Kallang,0,1
7343,UM HELL YEAH HAHAHA R U SINGTEL,0,1
7344,at least open the 3rd level,0.3,1
7345,so does this mean nct dream will be a fixed unit ,0.2,1
7346,Guys does anyone have family in sg that uses Singtel  ,0.2,1
7347,The tickets are only sold apactix or signpost also have,0.7,1
7348,star theatre capacity so little,0.2,1
7349,change venue to indoor please,0.3,1
7350,Cheers ,0.2,1
7351,It is a connection to mobile network Has been spotty since last week  all the time,-0.8,0
7352,Singtel Snr Engineering Officer Singapore S00 Singapore ,0,1
7353,Oh I must thank @Singtel for the good 4G connection on the NEL then,0.4,1
7354,Basically Im the Singtel helpdesk at home la,0,1
7355,Singtel just fucked up,-0.7,0
7356,STARHUB DATA YOU DONT DIE ON ME LATERSince I dont trust the singtel wifi at home,-0.5,0
7357,Hi Ive followed you Able to drop me a DM with the Registered Subscribers full name Singtel account number and contact details Well check on this further,0.1,1
7358,With Singtel AIO SmartBox Ship management companies have the flexibility to amend IT policies according to clients needsClick on this link to learn more For more information visit  or email smlead@singtelcompictwittercomZUDcyIcpIT,0.6,1
7359,Its a recontract same number is with singtel for years Mobile service was portin to singtel long back,0,1
7360,Hi there saw your tweet Able to share if it still persists And if so are you referring to home broadband or public Singtel WiFi,0.3,1
7361,Singtel  Ex BfStarhub  Ex CntcI was stupid yah i know Takpe lah ill just use pp8 back and just bayar outstandingfuture bill till both contract ends hah,-0.3,0
7362,Anyone who have problem with singtel wifi ,0.5,1
7363,this singtel makin lama makin merepek,0,1
7364,Hi there do share with us what sort of issues are you facing Well be here to help,0.5,1
7365,JSQUARED 10 off at RedMart via Lazada Singtel Dash ,0.2,1
7366,SingTel Optus secures approval to migrate broadband subs to Australias NBN Join the discussion on   DigitalTransformation TelecommunicationspictwittercomhD2VruNEnF,0.5,1
7367,JSQUARED Qoo10 Coupon  5 off When You Spend 50 Singtel Dash ,-0.4,0
7368,yall will slowly lose all ur customers fokin cunts @Singtel,-0.9,0
7369,Hey there Able to share with us what sorta issues are you facing Well be here to help,0.9,1
7370,Hey there We hear you on this  do stay tuned for stock availability at our Singtel Retail Shops via ,0.6,1
7371,Seeing ads of the cool latest iPhone cover just upsets me  They remind me that however I can afford to buy the handset I cant due to availability issue I dont have one til now Whats up @Singtel  Replenish the midnight green 256gb Pro Max please,-0.6,0
7372,Sorry to hear that Could we clarify if your recent transaction was a new signup recontract or a portin of a mobile service,-0.5,0
7373,@Singtel if I paid for a 4G plan jolly well provide a 4G data connection constantly Smh,-0.9,0
7374,@Singtel Recently renewed singtel mob connection goes out of order no incoming callssmsOTP but you can make calls Technical team is clueless need 3 days to investigate  Total loss of business and impacted usual life @SingtelSupport funny it says @StarHub ,-0.8,0
7375,Ive followed you  able to drop us a DM with the Registered Subscribers full name account number and contact details Well check on this further,-0.1,0
7376,Do i have to connect the wifi to check through the singtel app As i cant even connect to the wifi No connection at all Everything was fine but until the acct has been suspend and reconnect back and then this happen,-0.9,0
7377,got cat 3 bought it during the presale for the singtel member,0,1
7378,Could we clarify if youre porting in to GOMO Mobile or a Singtel postpaid service,0,1
7379,ive just sent you a dm thank you,0.2,1
7380,Thanks for letting us know please do drop us a DM with the Registered Subscribers full name Singtel account number and contact details We would like to look into this in greater detail Thank you,0.8,1
7381,hi this was the result i got from the connectivity test what should i do from herepictwittercomNhgtnPkhbH,0,1
7382,Ive followed you  able to drop me a DM with the Registered Subscribers full name Singtel account number and mobile number Well check on this further,0,1
7383,Hi Ive followed you  do drop us a DM with the Registered Subscribers full name Singtel account number and contact details Well check on this further,0,1
7384,Hey Singtel support Provided the Image on my tweet and previously mentioned around 2200 Didnt had this issue before,-0.4,0
7385,SIM2TPGSingtelSingtelSimSIM pictwittercom4qZAbdAUk5,0,1
7386,same problem here Its been a few days already,-0.4,0
7387,I think the telephone line services in Singapore are down  for Singtel at least,0,1
7388,Thanks for sharing as one of the common causes may affect this is when too many people are connected to the  network at once congestion can occur and may slow down the broadband access Able to share if you notice this happens recently only in a specific day  timing,0.5,1
7389,Mau bangkrut kali ganemang beda banget layanannya saat dipegang sama Singtel,0.5,1
7390,Early morning prepflight workout  cardio warmup resistance keto hilton    singtel  Hilton Singapore ,0,1
7391,Penetapan dirut Telkomsel didasarkan pada keputusan pemegang saham PT Telkom dan Singapore Telecommunications Ltd SingTel ,0,1
7392,singtel wifi is a piece of shit,-0.9,0
7393,Connecting to the internet is fine  but I guess around 2200 ish the problem happened but it reconnected back,-0.7,0
7394,@Omantel @Singtel I cant breath someone pass me an inhaler pictwittercomruKZsATWpw,-0.2,0
7395,Hay naku singtel 2x mo n nakorap load ko ,-0.2,0
7396,Last time ppl walk around for Pokemon GO now ppl walk around for Singtel Steps for data,0,1
7397,ive tried both wireless and wired same issue for both problem also persists regardless of device distance from modem,-0.8,0
7398,SingTelDBS,0,1
7399,hi there as described im facing intermittent internet disconnection on my computer even though the logo shows that im fully connected it used to happen once every about half an hour before but it was once every 10 seconds today,-0.5,0
7400,why does my singtel internet keep cutting off even though it constantly shows that its connected throughout not the first time already,-0.8,0
7401,Received a new binary 414a3594e4a822cfb97a4326e185f620 from 59154122179 via smbd VT 64 of 70 engines consider this malicious RansomWannacry  Maxmind Info SingTel Optus Pty Ltd  Cabramatta West New South Wales AU 33892 150914 AustraliaSydney,0,1
7402,Download J610FXXU3BSI1 Galaxy J6 Android pie Stable Update to Singapore SingTel SIN  SIN ,0.6,1
7403,Cmi ah Singtel nye wifi Penat ah asyik restart je,-0.1,0
7404,Puma and singtel just wished me happy birthday thank you but 5 more days la eh,0.8,1
7405,Hi Feliccine we are constantly restocking though the device is on a first come first serve basis at our Singtel Shops You can consider to purchase it online at The iPhone 11 Pro Max 256GB in Silver Space Grey and Gold are still available,0,1
7406,I tried yesterday for singtel priority sales borrowed my friends no  but failed to get onesee u in Dec i guess ,-0.5,0
7407,@Singtel @SingtelSupport Is there any way to know when the Iphone 11 Pro Max 256GB available I have come to the branch few times but seems like I have miss when the phone is available @NerTheodorus,0.2,1
7408,New post Singtel has been published on EasyFind  pictwittercomZXhZ2OIoCq,0.1,1
7409,aw man singtel wifi pls omggggg i off just let me enjoy using wifiii ,0.2,1
7410,Anyone having issues with singtel internet,0.3,1
7411,Untung hari ini pake kaos itemnya ga polos banget kalau ga disangka pekerja singtel ,0.6,1
7412,SINGTEL STOCK DIVIDEND CUT pictwittercomYQKyS7IsmV,0,1
7413,Sorry to hear that Still experiencing slow WiFi connection Pls try to do a Connectivity Test via My Singtel app Select your Fibre Broadband service from the list then the test is under Help Tweet us of the outcome,-0.7,0
7414,Does the error still persists Are you able to connect to the internet now,-0.8,0
7415,I was streaming halfway and that error popped out When that error popped out I cant watch other streams as well,-0.8,0
7416,hahaha yea yesterday was the singtel priority sales yay thank you ,0.4,1
7417,All app and activity and yes Multiple devices affected as well,0.5,1
7418,hmmso the problem is you are not able to watch your Twitch stream on your Macbook Or totally you are not able to stream your game on Twitch If your able to surf and watch other stream on Twitch you dont seem to have an issue with your Fibre connection,-0.3,0
7419,no i under singtel but i nvr buy the phone fromo telco i buy just the phone itself,-0.5,0
7420,Hello Sahgiel Was streaming on PS4 and viewing from Macbook,0,1
7421,Ni bulan takde duit ah Tak bayar duit rumah dah 2bulan Nak beli bawang takcukup duit lah At the same time Nak scroll singtel nak ambik line phone baru Phone apa best ek,0,1
7422,gomo is not from singtel  its kind of cheating u change from singtel to gomo you are totally out from singtel gomo support cannot see singtel account singtel support cannot see gomo they even cannot transfer credit they ask u go there there they will ask u go here,-0.9,0
7423,New Blog Post  6 Reasons Why I Think DBS Report On Singtel Is Overly Bearish  ,-0.9,0
7424,Line tu tak clear macam line Singtel selalu terputus putus Eh tiberrr ,-0.1,0
7425,States w sovereign wealth funds eg Singapore etc often majority own a pharmacy  supermarket chain NTUC bank DBS telecom SingTel manufacturing Keppel arms ST Eng airline SIA As you said prices are not capped  there is competition w private sector,-0.4,0
7426,HAHAHAH only Singtel is capable to make me angry nowadays,-0.1,0
7427,Singtel may cut dividend for first time in 20 years says DBS Research ,0,1
7428,aku penat jadi singel singtel singlet,0,1
7429,singtel better get their shit together your wifi is poo,-0.6,0
7430,Temasek holds 31 of its portfolio in Singapore holding majority stakes in several of the nations largest companies such asSingapore AirlinesSingTelST EngineeringandMediaCorp pictwittercomor1eTnyhr9,0.3,1
7431,Tf can only recontract in dec thx to singtel ,0,1
7432,How disgusting that nobody is bothered,-0.9,0
7433,Enjoy 1for1 movies every Saturday at all Cathay Cineplexes Singtel Customers  singapore deal sale 1for1 singtel movie cathay fun bogo,0.8,1
7434,Hi there thank you for the sharing the info Still having issues with streaming If you are on mobile maybe can try to uninstallreinstall the app and see if it helps Update us here of the outcome,0,1
7435,Hello No its on wifi,-0.3,0
7436,I think a lot of pubs Foxsports specific channels stop at 503Same with Optus Sport They only have Optus Sport 1 as part of their gambling provider unless they pay for the whole package Singtel own one of the gambling companies Not sure which one,-0.7,0
7437,Reits  trust fundsingtel DBSknowledgeIPObtw,0.1,1
7438,Ehhh buto singtel,-0.3,0
7439,Singtel Carnival in todays @BusinessTimes  Thanks again to all who made it possible for our special kids and guests see you all again next year STLF SBNoD ,0.4,1
7440,you changing to singtel ah,0.1,1
7441,Download N950FXXS7DSHC September 2019 Patch for Galaxy Note 8 SMN950F Singapore SingTel SIN to SIN ,0,1
7442,i didnt get my birthday data squint at singtel,-0.6,0
7443,Singtel Carnival brings a day of fun to special needs students ,0.8,1
7444,Overslept off IU Singtel ticket presale nak sepak pls,0,1
7445,Overslept for IU Singtel presale lmao,0.1,1
7446, Temasek  AIS  Singtel  ,0,1
7447,Hi Im afraid the call is not from us  Weve previously released a statement here  to alert the public of this ongoing scam We strongly encourage to block the callers number via your devices settings as well,-0.8,0
7448,     @AirtelPresence                ,0,1
7449,I dont have singtel so its tmr for me,-0.4,0
7450,@Singtel hey Singtel just wondering if youre affiliated with other numbers than the ones on your website Got a call from a Singapore mobile number he claimed that hes from Singtel and wants to tell me that my internet has problems,0,1
7451,Noticed that Singtel dont offer weekend data free in their sim only plan Or am I wrong,-0.6,0
7452,Hi Are you facing slow browsing speeds for a specific appactivity Also are multiple devices affected as well,0,1
7453,om g singtel was for cat 1 only,0.1,1
